Title,Description,Genres,Poster_URL
Scooby-Doo! Shaggy's Showdown,"When the Scooby gang visits a dude ranch, they discover that it and the nearby town have been haunted by a ghostly cowboy, Dapper Jack, who fires real fire from his fire irons. The mystery only deepens when it’s discovered that the ghost is also the long lost relative of Shaggy Rogers!","Animation, Family, Mystery, Comedy, Western",https://image.tmdb.org/t/p/w500/rqw4Cis6dliACGzaejR5icXjA52.jpg
Outlaw,"At the age of nine, Rebeca is sold by her grandmother to the bookseller who ran Rocinha. Disputed by bicheiros and drug dealers, the community is going through changes in power. Rebeca becomes the wife of the chief drug dealer and, with the death of her partner, his successor. The electrifying trajectory of crime, violence, drugs and love of a female drug kingpin in Rocinha, Rio de Janeiro in the 1980s.","Action, Crime, Drama",https://image.tmdb.org/t/p/w500/rGS8SzheANVQicNba0GCE6w1XHb.jpg
Never Back Down 2: The Beatdown,Four fighters from different backgrounds come together to train under an ex MMA rising star and then ultimately have to fight each other and the traitor in their midst.,"Drama, Action",https://image.tmdb.org/t/p/w500/7VjtTMQpfy9GxMyjUfuYTfyatZz.jpg
Dick Tracy,The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob.,"Adventure, Comedy, Crime",https://image.tmdb.org/t/p/w500/AonBXZe8GwnW8f1TWI2KcewOsfS.jpg
21 Grams,"Paul Rivers, an ailing mathematician lovelessly married to an English émigré; Christina Peck, an upper-middle-class suburban housewife and mother of two girls; and Jack Jordan, a born-again ex-con, are brought together by a terrible accident that changes their lives.","Drama, Crime, Thriller",https://image.tmdb.org/t/p/w500/imIqC8ufkxwgz1YNlNQIugsFbrQ.jpg
Solaris,A psychologist is sent to a space station orbiting a planet called Solaris to investigate the death of a doctor and the mental problems of cosmonauts on the station. He soon discovers that the water on the planet is a type of brain which brings out repressed memories and obsessions.,"Drama, Science Fiction, Mystery",https://image.tmdb.org/t/p/w500/pgqj7QoBPWFLLKtLEpPmFYFRMgB.jpg
This Is Where I Leave You,"When their father passes away, four grown, world-weary siblings return to their childhood home and are requested -- with an admonition -- to stay there together for a week, along with their free-speaking mother and a collection of spouses, exes and might-have-beens. As the brothers and sisters re-examine their shared history and the status of each tattered relationship among those who know and love them best, they reconnect in hysterically funny and emotionally significant ways.","Drama, Comedy",https://image.tmdb.org/t/p/w500/rVUI2267FdetVWz9UBQbqTmRVhQ.jpg
The King of Staten Island,"Scott has been a case of arrested development ever since his firefighter father died when he was seven. He's now reached his mid-20s having achieved little, chasing a dream of becoming a tattoo artist that seems far out of reach. As his ambitious younger sister heads off to college, Scott is still living with his exhausted ER nurse mother and spends his days smoking weed, hanging with the guys — Oscar, Igor and Richie — and secretly hooking up with his childhood friend Kelsey. But when his mother starts dating a loudmouth firefighter named Ray, it sets off a chain of events that will force Scott to grapple with his grief and take his first tentative steps toward moving forward in life.","Comedy, Drama",https://image.tmdb.org/t/p/w500/zQFjMmE3K9AX5QrBL1SXIxYQ9jz.jpg
Archive,"2038: George Almore is working on a true human-equivalent AI, and his latest prototype is almost ready. This sensitive phase is also the riskiest as he has a goal that must be hidden at all costs—being reunited with his dead wife.","Science Fiction, Drama, Fantasy, Thriller",https://image.tmdb.org/t/p/w500/eDnHgozW8vfOaLHzfpHluf1GZCW.jpg
Woman in Gold,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis.",Drama,https://image.tmdb.org/t/p/w500/sbJ3b8c6VpR9fHHnizPcqJ3cUIH.jpg
Let Me In,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,"Drama, Horror, Mystery",https://image.tmdb.org/t/p/w500/3b5gD5vNmf7Vafj2MN8uMA8r0qu.jpg
Eighth Grade,Thirteen-year-old Kayla endures the tidal wave of contemporary suburban adolescence as she makes her way through the last week of middle school — the end of her thus far disastrous eighth grade year — before she begins high school.,"Comedy, Drama",https://image.tmdb.org/t/p/w500/xTa9cLhGHfQ7084UvoPQ2bBXKqd.jpg
54,"Shane O'Shea, a Jersey boy with big dreams, crosses the river in hopes of finding another, more exciting life at Studio 54. When Steve Rubell, the mastermind behind the infamous disco plucks Shane from the sea of faces clamoring to get inside his club, Shane not only gets his foot in the door, but lands a coveted job behind the bar - and a front-row ticket to the most legendary party on the planet.","Drama, Music",https://image.tmdb.org/t/p/w500/gLjt54vow8CEOHdgRkQCyXwbq52.jpg
Election,"Tracy Flick is running unopposed for this year’s high school student election. But Jim McAllister has a different plan. Partly to establish a more democratic election, and partly to satisfy some deep personal anger toward Tracy, Jim talks football player Paul Metzler to run for president as well.","Comedy, Drama",https://image.tmdb.org/t/p/w500/5gPOFU6IPvDrx50XaPCK4twNw79.jpg
River Wild,Follows a pair of siblings who love but distrust each other as they embark on a white-water rafting trip with a small group. One of their friends from childhood turns out to be more dangerous than he appears.,"Mystery, Thriller, Adventure",https://image.tmdb.org/t/p/w500/3BtDo3lUFDcuoGVkygmVzXaUyU7.jpg
Bull Durham,"Veteran catcher Crash Davis is brought to the minor league Durham Bulls to help their up and coming pitching prospect, ""Nuke"" Laloosh. Their relationship gets off to a rocky start and is further complicated when baseball groupie Annie Savoy sets her sights on the two men.","Comedy, Romance",https://image.tmdb.org/t/p/w500/q3T9bO6p74NcTxWOhdUA6fASQ5T.jpg
Mary Shelley's Frankenstein,"Victor Frankenstein is a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.","Drama, Horror, Science Fiction, Romance",https://image.tmdb.org/t/p/w500/bOwCAQsZlEKrwhPi1ejY6BS8jpL.jpg
Tyler Perry's Divorce in the Black,"Ava, a young bank professional is devastated when her husband Dallas abandons a marriage she is determined to fight for until fate intervenes, revealing Dallas' wicked deeds that have trashed their marriage, and once upon a time sabotaged Ava's destiny to be loved by her true soulmate.","Drama, Thriller",https://image.tmdb.org/t/p/w500/d5X03SA51Ezd02iF9BCjWXC9X9F.jpg
48 Hrs.,"A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him, in order to track down a killer.","Thriller, Action, Comedy, Crime, Drama",https://image.tmdb.org/t/p/w500/aDzOj4a9HvgRjjAEgwXyztCWVXq.jpg
Kim Possible Movie: So the Drama,"Dr. Drakken has an evil new plot for world domination, but his ultimate success depends upon finding out KP's weakness which may involve a new hottie at Middleton High School named Eric, who suddenly sparks feelings in Ron about Kim that resemble much more than friendship. To make matters worse, Bueno Nacho, Ron's favorite fast food chain has turned sour on him by bombarding him with little Devils","Animation, Adventure, Family, Action, Comedy, Science Fiction",https://image.tmdb.org/t/p/w500/rQ5WS0zWDRau2lI0FYpGYDGmDVS.jpg
Shoplifters,"In the outskirts of Tokyo, a poor but close-knit group living on the fringes of society survives through shoplifting and odd jobs. When Osamu and his son take in a neglected young girl, their already fragile existence begins to unravel. As the family grows attached to her, buried secrets surface, forcing them to confront the true meaning of love, belonging, and what makes a family.","Drama, Crime, Thriller",https://image.tmdb.org/t/p/w500/4nfRUOv3LX5zLn98WS1WqVBk9E9.jpg
Never Back Down 2: The Beatdown,Four fighters from different backgrounds come together to train under an ex MMA rising star and then ultimately have to fight each other and the traitor in their midst.,"Drama, Action",https://image.tmdb.org/t/p/w500/7VjtTMQpfy9GxMyjUfuYTfyatZz.jpg
Behind the Curtain: Stranger Things: The First Shadow,"Join the cast and crew behind the scenes of Stranger Things: The First Shadow, the award-winning stage play that expands the Hawkins universe. The Netflix series is simply an extension of the Stranger Things universe. The documentary gives viewers a glimpse into the making of the show as it prepares for its West End premiere. The show sold out quickly and received critical acclaim. It won two Olivier Awards in 2024.",Documentary,https://image.tmdb.org/t/p/w500/7jQIbTMx2BlZrYGyOS94YUNcGjV.jpg
Blue Streak,"Miles Logan is a jewel thief who just hit the big time by stealing a huge diamond. However, after two years in jail, he comes to find out that he hid the diamond in a police building that was being built at the time of the robbery. In an attempt to regain his diamond, he poses as an LAPD detective.","Action, Comedy, Crime",https://image.tmdb.org/t/p/w500/jek2osBtFhzU6Hjj7yp1egOtbqO.jpg
BOCCHI THE ROCK! Recap Part 1,Revisit events from Bocchi joining Kessoku Band to their first successful gig.,"Animation, Comedy, Music",https://image.tmdb.org/t/p/w500/gv5swmEUyrrTBuhNdb8rTCmsimm.jpg
Scrooged,"Frank Cross is a wildly successful television executive whose cold ambition and curmudgeonly nature has driven away the love of his life. But after firing a staff member on Christmas Eve, Frank is visited by a series of ghosts who give him a chance to re-evaluate his actions and right the wrongs of his past.","Fantasy, Comedy, Drama",https://image.tmdb.org/t/p/w500/uO0znfB2ZzTXA1IS7jkrjNbpkYK.jpg
Captain Underpants: The First Epic Movie,"Based on the bestselling book series, this outrageous comedy tells the story of George and Harold,  two overly imaginative pranksters who hypnotize their principal into thinking he’s an enthusiastic, yet dimwitted, superhero named Captain Underpants.","Family, Comedy, Adventure, Animation",https://image.tmdb.org/t/p/w500/vKSmaPct5OEeMoD8ue30RisHlKD.jpg
New Gods: Nezha Reborn,"While living as an ordinary deliveryman and motor racing fan, Nezha encounters old nemeses and must rediscover his powers to protect his loved ones.","Animation, Fantasy, Action",https://image.tmdb.org/t/p/w500/np4ScPY04HESKBbpexwstKsipKe.jpg
Champions,A stubborn and hotheaded minor league basketball coach is forced to train a Special Olympics team when he is sentenced to community service.,"Comedy, Drama",https://image.tmdb.org/t/p/w500/i46Gke8Kg3uH2K5eM0rDo4HzPtq.jpg
A Hidden Life,Austrian farmer Franz Jägerstätter faces the threat of execution for refusing to fight for the Nazis during World War II.,"History, Drama, War",https://image.tmdb.org/t/p/w500/gRgkGpaeoBY6IrHP9FbLrVwdb6F.jpg
Sijjin,"Irma falls in love with Galang, her cousin who already has a wife and children. Irma is very obsessed and wants to be the only woman in Galang's life. Irma comes to the shaman to send black magic to Galang's wife. Since then terror and mystical disturbances, possession and death have occurred in Galang's house. However, the threat also targeted Irma herself.","Horror, Thriller",https://image.tmdb.org/t/p/w500/dnKod1VGfTR44CCvsABd8D0ifVK.jpg
